"","HAUL_ID","EST_NUM_PERM3","log10_EST_NUM_PERM3","BOTTOM_DEPTH","CRUISE","DAY","GEAR_NAME","GMT_DATE_TIME_TXT","HAUL_PERFORMANCE","LAT","LON","MAX_GEAR_DEPTH","MESH","MONTH","STATION_NAME","VOLUME_FILTERED","YEAR","TAXA"
"405","5MF00 2 2 20BON 1",130.1972,2.11792456646094,70,"5MF00",3,"20BON","2000-05-03 03:04","GOOD",56.944,-163.8315,65,153,5,"2",12.2276,2000,"Pseudocalanus spp."
"406","5MF00 3 3 20BON 1",102.1328,2.01339680877113,72,"5MF00",3,"20BON","2000-05-03 04:59","GOOD",56.87217,-164.0495,67,153,5,"3",14.17763,2000,"Pseudocalanus spp."
"407","5MF00 4 2 20BON 1",155.4989,2.19451128932267,75,"5MF00",3,"20BON","2000-05-03 07:31","GOOD",56.729,-163.886,69,153,5,"4",10.75248,2000,"Pseudocalanus spp."
"408","5MF00 5 2 20BON 1",141.398,2.1535038896164,74,"5MF00",3,"20BON","2000-05-03 09:55","GOOD",56.76567,-164.33116,60,153,5,"5",11.4853,2000,"Pseudocalanus spp."
"409","5MF00 8 3 20BON 1",97.0016,1.99123316615677,68,"5MF00",4,"20BON","2000-05-04 20:28","GOOD",57.4115,-165.86816,64,153,5,"8",10.72148,2000,"Pseudocalanus spp."
"410","5MF05 32 2 20BON 1",2185.4036,3.33973033376823,56,"5MF05",13,"20BON","2005-05-13 17:08","GOOD",56.92433,-159.83949,47,153,5,"32",8.43414,2005,"Pseudocalanus spp."
"411","5MF05 33 2 20BON 1",2164.0775,3.3354734467494,61,"5MF05",13,"20BON","2005-05-13 19:54","GOOD",57.16134,-160.04016,46,153,5,"33",5.05712,2005,"Pseudocalanus spp."
"412","5MF05 34 2 20BON 1",1162.0034,3.06558098437512,60,"5MF05",13,"20BON","2005-05-13 22:18","GOOD",57.25683,-160.66766,52,153,5,"34",9.96899,2005,"Pseudocalanus spp."
"413","5MF05 35 2 20BON 1",800.4551,2.90387919684806,66,"5MF05",14,"20BON","2005-05-14 00:15","GOOD",57.04117,-160.45117,57,153,5,"35",9.03486,2005,"Pseudocalanus spp."
"414","5MF05 36 2 20BON 1",520.9533,2.71763164771569,59,"5MF05",14,"20BON","2005-05-14 02:58","GOOD",56.81783,-160.22833,50,153,5,"36",8.68152,2005,"Pseudocalanus spp."
"415","5MF05 37 2 20BON 1",1056.4982,3.0242796368218,67,"5MF05",14,"20BON","2005-05-14 04:44","GOOD",56.69933,-160.62351,58,153,5,"37",3.84667,2005,"Pseudocalanus spp."
"416","5MF05 38 2 20BON 1",2057.7094,3.3135950475003,69,"5MF05",14,"20BON","2005-05-14 07:17","GOOD",56.91516,-160.84334,61,153,5,"38",2.56596,2005,"Pseudocalanus spp."
"417","5MF05 39 2 20BON 1",1184.1897,3.07378786854831,69,"5MF05",14,"20BON","2005-05-14 09:14","GOOD",57.12283,-161.056,60,153,5,"39",10.21458,2005,"Pseudocalanus spp."
"418","5MF05 40 2 20BON 1",6464.6465,3.81061195649328,74,"5MF05",14,"20BON","2005-05-14 11:07","GOOD",57.018,-161.44566,65,153,5,"40",1.20285,2005,"Pseudocalanus spp."
"419","5MF05 41 2 20BON 1",1919.221,3.28335121493122,65,"5MF05",14,"20BON","2005-05-14 14:12","GOOD",56.80367,-161.231,57,153,5,"41",3.40138,2005,"Pseudocalanus spp."
"420","5MF05 42 2 20BON 1",3348.5176,3.52498226412825,65,"5MF05",14,"20BON","2005-05-14 16:07","GOOD",56.58133,-161.01866,63,153,5,"42",3.8417,2005,"Pseudocalanus spp."
"421","5MF05 44 2 20BON 1",3986.4653,3.6006969167338,84,"5MF05",14,"20BON","2005-05-14 20:50","GOOD",56.68033,-161.6355,74,153,5,"44",4.97684,2005,"Pseudocalanus spp."
"422","5MF05 45 2 20BON 1",704.4236,2.84844998492932,72,"5MF05",14,"20BON","2005-05-14 23:46","GOOD",56.89817,-161.84934,63,153,5,"45",7.49549,2005,"Pseudocalanus spp."
"423","5MF05 46 2 20BON 1",2757.9291,3.44074053995928,72,"5MF05",15,"20BON","2005-05-15 01:41","GOOD",56.77783,-162.24451,63,153,5,"46",3.1908,2005,"Pseudocalanus spp."
"424","5MF05 58 3 20BON 1",516.054,2.71353590223775,89,"5MF05",16,"20BON","2005-05-16 04:03","GOOD",56.08967,-163.58901,80,153,5,"58",10.23149,2005,"Pseudocalanus spp."
"425","5MF05 63 2 20BON 1",179.1147,2.2555491590625,92,"5MF05",16,"20BON","2005-05-16 14:31","GOOD",55.96684,-163.976,84,153,5,"63",6.49119,2005,"Pseudocalanus spp."
"426","5MF05 64 2 20BON 1",212.1879,2.32876255160989,95,"5MF05",16,"20BON","2005-05-16 16:25","GOOD",55.85233,-164.3635,86,153,5,"64",8.8475,2005,"Pseudocalanus spp."
"427","5MF05 67 2 20BON 1",222.4214,2.34912476885479,101,"5MF05",16,"20BON","2005-05-16 23:03","GOOD",55.50467,-164.7455,90,153,5,"67",7.45389,2005,"Pseudocalanus spp."
"428","5MF05 69 2 20BON 1",162.5174,2.21356397303247,94,"5MF05",17,"20BON","2005-05-17 03:47","GOOD",55.72483,-164.75467,87,153,5,"69",7.23615,2005,"Pseudocalanus spp."
"429","5MF05 70 2 20BON 1",224.5604,2.35326285607786,107,"5MF05",17,"20BON","2005-05-17 05:41","GOOD",55.6095,-165.13716,99,153,5,"70",10.51791,2005,"Pseudocalanus spp."
"430","5MF96 39 29 LG-CB 1",1676.0863,3.22455541123426,67,"5MF96",24,"LG-CB","1996-04-24 04:18","GOOD",56.8725,-164.063,64,153,4,"39",9.92789,1996,"Pseudocalanus spp."
"431","5MF96 39 29 TUCK1 1",0,0,67,"5MF96",24,"TUCK1","1996-04-24 04:18","GOOD",56.8725,-164.063,64,333,4,"39",195.93222,1996,"Pseudocalanus spp."
"432","5MF96 39 8 LG-CB 1",2980.7437,3.4744703103244,73,"5MF96",23,"LG-CB","1996-04-23 12:23","GOOD",56.86666,-164.04784,68,153,4,"39",17.52046,1996,"Pseudocalanus spp."
"433","5MF96 39 8 TUCK1 1",0,0,73,"5MF96",23,"TUCK1","1996-04-23 12:23","GOOD",56.86666,-164.04784,68,333,4,"39",345.77588,1996,"Pseudocalanus spp."
"434","5MF97 36 3 20BON 1",282.0724,2.45189752704072,73,"5MF97",20,"20BON","1997-04-20 18:36","GOOD",56.87,-164.03,67,153,4,"36",7.91853,1997,"Pseudocalanus spp."
"435","5MF97 37 2 20BON 1",196.8198,2.29626975844612,74,"5MF97",20,"20BON","1997-04-20 23:23","GOOD",56.76,-164.33,67,153,4,"37",9.03974,1997,"Pseudocalanus spp."
"436","5MF97 40 2 20BON 1",328.4632,2.51780691231555,71,"5MF97",21,"20BON","1997-04-21 06:30","GOOD",57.02,-164.21001,64,153,4,"40",10.70451,1997,"Pseudocalanus spp."
"437","5MF97 47 2 20BON 1",230.2809,2.36413976866724,73,"5MF97",23,"20BON","1997-04-23 00:15","GOOD",57.85,-168.87,64,153,4,"47",7.29544,1997,"Pseudocalanus spp."
"438","5MF97 47 3 20BON 1",231.4306,2.36629330330658,73,"5MF97",23,"20BON","1997-04-23 00:35","GOOD",57.85,-168.86,65,153,4,"47",8.26166,1997,"Pseudocalanus spp."
"439","5MF97 47 4 20BON 1",237.8764,2.37817324537126,72,"5MF97",23,"20BON","1997-04-23 00:57","GOOD",57.85,-168.87,64,153,4,"47",8.47499,1997,"Pseudocalanus spp."
"440","5MF97 49 2 20BON 1",552.4856,2.74310632634954,74,"5MF97",23,"20BON","1997-04-23 06:57","GOOD",57.1,-169.31,65,153,4,"49",8.68801,1997,"Pseudocalanus spp."
"441","6MF95 139 4 20BON 1",161.8464,2.21177816217988,79,"6MF95",30,"20BON","1995-04-30 00:09","GOOD",56.45,-164.62,70,153,4,"139",12.25853,1995,"Pseudocalanus spp."
"442","6MF95 139 6 MOC1 2",43.5601,1.64894615679313,83,"6MF95",30,"MOC1","1995-04-30 04:45","GOOD",56.45883,-164.595,79,153,4,"139",95.5,1995,"Pseudocalanus spp."
"443","6MF95 139 6 MOC1 3",28.7955,1.47415067774265,83,"6MF95",30,"MOC1","1995-04-30 04:48","GOOD",56.45817,-164.5957,57,153,4,"139",35.7,1995,"Pseudocalanus spp."
"444","6MF95 139 6 MOC1 4",85.1462,1.9352361250176,83,"6MF95",30,"MOC1","1995-04-30 04:48","GOOD",56.45783,-164.59621,42,153,4,"139",34.2,1995,"Pseudocalanus spp."
"445","6MF95 139 6 MOC1 5",152.1816,2.18520660146901,83,"6MF95",30,"MOC1","1995-04-30 04:49","GOOD",56.45767,-164.5967,33,153,4,"139",45.9,1995,"Pseudocalanus spp."
"446","6MF95 139 6 MOC1 6",159.5308,2.20555836999168,83,"6MF95",30,"MOC1","1995-04-30 04:50","GOOD",56.45733,-164.5972,21,153,4,"139",34.1,1995,"Pseudocalanus spp."
"447","6MF95 139 6 MOC1 7",243.8096,2.38882844429574,83,"6MF95",30,"MOC1","1995-04-30 04:51","GOOD",56.457,-164.5975,16,153,4,"139",109.2,1995,"Pseudocalanus spp."
"448","6MF97 27 2 20BON 1",373.8054,2.57380583934837,74,"6MF97",7,"20BON","1997-05-07 01:20","GOOD",56.76883,-164.33733,64,153,5,"27",9.73056,1997,"Pseudocalanus spp."
"449","6MF97 28 2 20BON 1",102.8023,2.01620697650128,75,"6MF97",7,"20BON","1997-05-07 03:17","GOOD",56.733,-163.88617,64,153,5,"28",10.70017,1997,"Pseudocalanus spp."
"450","6MF97 29 2 20BON 1",439.1303,2.64358126783546,74,"6MF97",7,"20BON","1997-05-07 05:17","GOOD",56.8755,-164.05499,65,153,5,"29",9.44015,1997,"Pseudocalanus spp."
"451","6MF97 30 2 20BON 1",173.3408,2.24139903450721,71,"6MF97",7,"20BON","1997-05-07 06:43","GOOD",56.944,-163.82033,63,153,5,"30",9.25344,1997,"Pseudocalanus spp."
"452","6MF97 33 2 20BON 1",141.9038,2.15504377740601,70,"6MF97",7,"20BON","1997-05-07 14:00","GOOD",57.01733,-164.21851,60,153,5,"33",10.69241,1997,"Pseudocalanus spp."
"453","6MF97 43 4 20BON 1",400.8461,2.60405975776605,73,"6MF97",8,"20BON","1997-05-08 18:51","GOOD",57.85733,-168.85384,65,153,5,"43",9.18058,1997,"Pseudocalanus spp."
"454","6MF97 43 5 20BON 1",322.3739,2.50970496441577,73,"6MF97",8,"20BON","1997-05-08 19:14","GOOD",57.85584,-168.87717,64,153,5,"43",9.90651,1997,"Pseudocalanus spp."
"455","7MF00 2 1 20BON 1",800.9413,2.90414258023045,74,"7MF00",22,"20BON","2000-06-22 08:44","GOOD",56.3325,-166.418,63,153,6,"2",26.44888,2000,"Pseudocalanus spp."
"456","7MF00 2 2 20BON 1",835.9422,2.92269546625153,75,"7MF00",22,"20BON","2000-06-22 09:22","GOOD",56.3325,-166.418,27,153,6,"2",21.43689,2000,"Pseudocalanus spp."
"457","7MF95 41 5 MOC1 2",147.6924,2.17228877133021,72,"7MF95",8,"MOC1","1995-05-08 01:30","GOOD",56.5975,-164.6265,69,153,5,"41",98.8,1995,"Pseudocalanus spp."
"458","7MF95 41 5 MOC1 3",134.0086,2.13036143378082,72,"7MF95",8,"MOC1","1995-05-08 01:32","GOOD",56.59633,-164.6257,58,153,5,"41",140.60001,1995,"Pseudocalanus spp."
"459","7MF95 41 5 MOC1 4",29.3098,1.48158307067369,72,"7MF95",8,"MOC1","1995-05-08 01:35","GOOD",56.59483,-164.625,45,153,5,"41",101.9,1995,"Pseudocalanus spp."
"460","7MF95 41 5 MOC1 5",95.3191,1.98371241591064,72,"7MF95",8,"MOC1","1995-05-08 01:37","GOOD",56.59333,-164.6243,32,153,5,"41",89.3,1995,"Pseudocalanus spp."
"461","7MF95 41 5 MOC1 6",67.6987,1.83694851889116,72,"7MF95",8,"MOC1","1995-05-08 01:39","GOOD",56.59267,-164.6228,21,153,5,"41",51.5,1995,"Pseudocalanus spp."
"462","7MF95 41 5 MOC1 7",328.2051,2.51746655462256,72,"7MF95",8,"MOC1","1995-05-08 01:41","GOOD",56.59183,-164.6218,11,153,5,"41",89.7,1995,"Pseudocalanus spp."
"463","7MF96 5 1 LG-CB 1",660.7185,2.82067327660461,72,"7MF96",20,"LG-CB","1996-05-20 01:41","GOOD",56.8665,-164.06216,63,153,5,"5",10.26761,1996,"Pseudocalanus spp."
"464","7MF96 5 1 TUCK1 1",0,0,72,"7MF96",20,"TUCK1","1996-05-20 01:41","GOOD",56.8665,-164.06216,63,333,5,"5",202.63677,1996,"Pseudocalanus spp."
"465","7MF96 5 8 LG-CB 1",2165.8954,3.33583794763767,73,"7MF96",20,"LG-CB","1996-05-20 08:43","GOOD",56.8675,-164.04367,68,153,5,"5",3.61975,1996,"Pseudocalanus spp."
"466","7MF96 5 8 TUCK1 1",0,0,73,"7MF96",20,"TUCK1","1996-05-20 08:43","GOOD",56.8675,-164.04367,68,333,5,"5",71.43772,1996,"Pseudocalanus spp."
"467","DY13-05 28 2 20BON 1",133.4211,2.12846744501488,76,"DY13-05",5,"20BON","2013-05-05 08:18","GOOD",56.6637,-163.8688,70,153,5,"28",11.21262,2013,"Pseudocalanus spp."
"468","DY13-05 29 2 20BON 1",251.1806,2.40171167368426,70,"DY13-05",5,"20BON","2013-05-05 10:32","GOOD",56.9413,-163.8375,67,153,5,"29",8.15349,2013,"Pseudocalanus spp."
"469","DY13-05 30 2 20BON 1",217.1997,2.33885414914676,70,"DY13-05",5,"20BON","2013-05-05 12:25","GOOD",57.0163,-164.2143,66,153,5,"30",13.70168,2013,"Pseudocalanus spp."
"470","DY13-05 31 1 20BON 1",36.6369,1.57561384513945,73,"DY13-05",5,"20BON","2013-05-05 13:50","GOOD",56.8718,-164.0428,68,153,5,"31",5.84111,2013,"Pseudocalanus spp."
"471","DY13-05 32 2 20BON 1",232.9896,2.36919655500422,75,"DY13-05",6,"20BON","2013-05-06 02:38","GOOD",56.7585,-164.3183,69,153,5,"32",9.40814,2013,"Pseudocalanus spp."
"472","DY13-05 33 10 20BON 1",386.5872,2.58836942611567,72,"DY13-05",7,"20BON","2013-05-07 01:13","GOOD",57.8643,-168.8863,65,153,5,"33",12.49912,2013,"Pseudocalanus spp."
"473","DY13-05 34 2 20BON 1",294.5225,2.47059055206616,68,"DY13-05",7,"20BON","2013-05-07 03:25","GOOD",57.925,-169.3064,62,153,5,"34",12.2775,2013,"Pseudocalanus spp."
"474","DY13-05 35 2 20BON 1",349.7699,2.54502231894496,71,"DY13-05",7,"20BON","2013-05-07 05:55","GOOD",58.0607,-168.7283,64,153,5,"35",16.74243,2013,"Pseudocalanus spp."
"475","DY13-05 36 2 20BON 1",669.2156,2.82621453229524,72,"DY13-05",7,"20BON","2013-05-07 08:22","GOOD",57.7827,-168.4512,65,153,5,"36",15.73185,2013,"Pseudocalanus spp."
"476","DY13-05 37 2 20BON 1",739.2789,2.86939537096242,70,"DY13-05",7,"20BON","2013-05-07 10:42","GOOD",57.6536,-169.0203,64,153,5,"37",7.83466,2013,"Pseudocalanus spp."
"477","DY13-05 39 2 20BON 1",639.5242,2.80653554271134,72,"DY13-05",7,"20BON","2013-05-07 21:54","GOOD",57.5277,-168.6135,66,153,5,"39",8.05599,2013,"Pseudocalanus spp."
"478","DY13-05 41 2 20BON 1",432.4625,2.63695153146038,72,"DY13-05",8,"20BON","2013-05-08 00:53","GOOD",57.509,-167.9878,66,153,5,"41",9.21236,2013,"Pseudocalanus spp."
"479","DY13-05 43 2 20BON 1",872.4573,2.94124167883509,72,"DY13-05",8,"20BON","2013-05-08 03:53","GOOD",57.5008,-167.3444,66,153,5,"43",7.0055,2013,"Pseudocalanus spp."
"480","DY13-05 45 2 20BON 1",437.5059,2.64197544107767,71,"DY13-05",8,"20BON","2013-05-08 06:39","GOOD",57.4265,-166.8142,67,153,5,"45",14.77466,2013,"Pseudocalanus spp."
"481","DY13-05 47 2 20BON 1",326.4419,2.51513425166263,70,"DY13-05",8,"20BON","2013-05-08 09:21","GOOD",57.3235,-166.3309,65,153,5,"47",13.13557,2013,"Pseudocalanus spp."
"482","DY13-05 49 2 20BON 1",341.1679,2.53423926439044,70,"DY13-05",8,"20BON","2013-05-08 12:17","GOOD",57.2611,-165.7656,65,153,5,"49",13.41275,2013,"Pseudocalanus spp."
"483","DY13-05 51 3 20BON 1",242.5928,2.38666444748103,73,"DY13-05",8,"20BON","2013-05-08 15:39","GOOD",56.992,-165.3779,66,153,5,"51",14.70778,2013,"Pseudocalanus spp."
"484","DY13-05 53 2 20BON 1",242.43,2.38637409908548,73,"DY13-05",8,"20BON","2013-05-08 18:46","GOOD",56.9076,-164.8372,67,153,5,"53",14.58566,2013,"Pseudocalanus spp."
"485","DY14-05 19 8 20BON 1",2106.8319,3.32383597285293,72,"DY14-05",9,"20BON","2014-05-09 11:20","GOOD",56.875,-164.0467,63,153,5,"19",6.68302,2014,"Pseudocalanus spp."
"486","DY14-05 20 2 20BON 1",3895.1398,3.59063453169716,70,"DY14-05",9,"20BON","2014-05-09 13:15","GOOD",57.014,-164.2117,61,153,5,"20",5.38928,2014,"Pseudocalanus spp."
"487","DY14-05 21 2 20BON 1",2135.9493,3.32979421847131,70,"DY14-05",9,"20BON","2014-05-09 15:08","GOOD",56.942,-163.8288,60,153,5,"21",9.46839,2014,"Pseudocalanus spp."
"488","DY14-05 22 2 20BON 1",1732.0535,3.23881196975151,75,"DY14-05",9,"20BON","2014-05-09 17:24","GOOD",56.6658,-163.869,65,153,5,"22",11.38071,2014,"Pseudocalanus spp."
"489","DY14-05 23 3 20BON 1",1371.1239,3.13739332905062,74,"DY14-05",9,"20BON","2014-05-09 19:58","GOOD",56.763,-164.3407,66,153,5,"23",14.18982,2014,"Pseudocalanus spp."
"490","DY14-05 25 2 20BON 1",868.2214,2.9391304099949,72,"DY14-05",9,"20BON","2014-05-09 22:37","GOOD",56.9123,-164.8277,64,153,5,"25",9.95138,2014,"Pseudocalanus spp."
"491","DY14-05 27 2 20BON 1",543.6044,2.73608114579572,71,"DY14-05",10,"20BON","2014-05-10 01:16","GOOD",56.9932,-165.1195,67,153,5,"27",14.06905,2014,"Pseudocalanus spp."
"492","DY14-05 29 2 20BON 1",1529.7393,3.18490123236242,69,"DY14-05",10,"20BON","2014-05-10 05:28","GOOD",57.2593,-165.7518,64,153,5,"29",13.55525,2014,"Pseudocalanus spp."
"493","DY14-05 31 2 20BON 1",1270.6112,3.10435434440535,69,"DY14-05",10,"20BON","2014-05-10 07:00","GOOD",57.3232,-166.331,69,153,5,"31",13.09606,2014,"Pseudocalanus spp."
"494","DY14-05 34 2 20BON 1",1118.0176,3.04883691720107,70,"DY14-05",10,"20BON","2014-05-10 09:48","GOOD",57.4325,-166.8135,60,153,5,"34",13.96758,2014,"Pseudocalanus spp."
"495","DY14-05 36 2 20BON 1",3485.4859,3.54238791317651,71,"DY14-05",10,"20BON","2014-05-10 12:24","GOOD",57.5032,-167.3388,62,153,5,"36",14.02846,2014,"Pseudocalanus spp."
"496","DY14-05 38 2 20BON 1",2045.0871,3.31092411727655,70,"DY14-05",10,"20BON","2014-05-10 15:22","GOOD",57.5022,-167.9818,60,153,5,"38",14.14512,2014,"Pseudocalanus spp."
"497","DY14-05 40 2 20BON 1",2132.9942,3.32919323471759,72,"DY14-05",10,"20BON","2014-05-10 18:12","GOOD",57.5242,-168.6183,62,153,5,"40",9.12145,2014,"Pseudocalanus spp."
"498","DY14-05 41 2 20BON 1",2690.5821,3.43000763142392,69,"DY14-05",10,"20BON","2014-05-10 19:56","GOOD",57.6517,-169.0227,63,153,5,"41",10.65643,2014,"Pseudocalanus spp."
"499","DY14-05 42 2 20BON 1",4030.8488,3.60550423708903,71,"DY14-05",10,"20BON","2014-05-10 22:03","GOOD",57.7683,-168.464,66,153,5,"42",9.78057,2014,"Pseudocalanus spp."
"500","DY14-05 43 5 20BON 1",1866.0761,3.27116201968262,71,"DY14-05",11,"20BON","2014-05-11 00:32","GOOD",57.8352,-168.8827,67,153,5,"43",14.67893,2014,"Pseudocalanus spp."
"501","DY14-05 44 2 20BON 1",1722.3814,3.23638140140928,70,"DY14-05",11,"20BON","2014-05-11 02:21","GOOD",58.0663,-168.7283,66,153,5,"44",11.44462,2014,"Pseudocalanus spp."
"502","DY14-05 45 2 20BON 1",3424.4496,3.53471758195527,67,"DY14-05",11,"20BON","2014-05-11 04:33","GOOD",57.9272,-169.325,62,153,5,"45",11.66202,2014,"Pseudocalanus spp."
"503","DY14-05 47 2 20BON 1",2866.0458,3.45743463069619,70,"DY14-05",11,"20BON","2014-05-11 06:44","GOOD",58.0395,-169.6802,65,153,5,"47",6.40883,2014,"Pseudocalanus spp."
"504","DY14-05 49 2 20BON 1",2830.1831,3.45196795723095,72,"DY14-05",11,"20BON","2014-05-11 09:29","GOOD",58.2835,-170.098,61,153,5,"49",5.15585,2014,"Pseudocalanus spp."
"505","DY14-05 51 2 20BON 1",1269.3556,3.10392530638972,72,"DY14-05",11,"20BON","2014-05-11 12:14","GOOD",58.6195,-170.2747,63,153,5,"51",4.23522,2014,"Pseudocalanus spp."
"506","DY14-05 53 2 20BON 1",478.2519,2.68056384331928,71,"DY14-05",11,"20BON","2014-05-11 15:00","GOOD",58.9478,-170.324,61,153,5,"53",9.16672,2014,"Pseudocalanus spp."
"507","DY14-05 55 2 20BON 1",489.2977,2.69045985596359,68,"DY14-05",11,"20BON","2014-05-11 17:40","GOOD",59.2485,-170.4183,60,153,5,"55",4.08749,2014,"Pseudocalanus spp."
"508","DY14-06 100 1 20BON 1",5338.3454,3.72748801609336,75,"DY14-06",28,"20BON","2014-05-28 00:50","GOOD",56.629,-164.6227,66,153,5,"100",14.38648,2014,"Pseudocalanus spp."
"509","DY14-06 101 1 20BON 1",2835.358,3.45276104583827,80,"DY14-06",28,"20BON","2014-05-28 02:29","GOOD",56.5077,-164.9978,70,153,5,"101",14.06549,2014,"Pseudocalanus spp."
"510","DY14-06 102 1 20BON 1",3976.5305,3.59961351853381,76,"DY14-06",28,"20BON","2014-05-28 04:09","GOOD",56.725,-165.2115,67,153,5,"102",16.15881,2014,"Pseudocalanus spp."
"511","DY14-06 103 1 20BON 1",3735.6555,3.57248306002635,80,"DY14-06",28,"20BON","2014-05-28 05:51","GOOD",56.6027,-165.5917,70,153,5,"103",16.7849,2014,"Pseudocalanus spp."
"512","DY14-06 104 1 20BON 1",7620.9917,3.8820684715096,87,"DY14-06",28,"20BON","2014-05-28 07:17","GOOD",56.3835,-165.3862,76,153,5,"104",15.75438,2014,"Pseudocalanus spp."
"513","DY14-06 105 1 20BON 1",2119.8859,3.32651730485164,93,"DY14-06",28,"20BON","2014-05-28 08:49","GOOD",56.2647,-165.769,84,153,5,"105",16.90657,2014,"Pseudocalanus spp."
"514","DY14-06 106 1 20BON 1",4438.3956,3.64732384726503,87,"DY14-06",28,"20BON","2014-05-28 10:28","GOOD",56.4862,-165.987,79,153,5,"106",14.23119,2014,"Pseudocalanus spp."
"515","DY14-06 107 1 20BON 1",2405.0974,3.38131320381279,101,"DY14-06",28,"20BON","2014-05-28 12:01","GOOD",56.3665,-166.366,91,153,5,"107",15.56425,2014,"Pseudocalanus spp."
"516","DY14-06 118 1 20BON 1",3727.591,3.57154474694808,94,"DY14-06",29,"20BON","2014-05-29 05:24","GOOD",56.5857,-166.5765,84,153,5,"118",17.30662,2014,"Pseudocalanus spp."
"517","DY14-06 119 1 20BON 1",5125.3806,3.70981084655047,81,"DY14-06",29,"20BON","2014-05-29 06:51","GOOD",56.7058,-166.1967,71,153,5,"119",11.83756,2014,"Pseudocalanus spp."
"518","DY14-06 120 1 20BON 1",4734.2546,3.67534333463866,76,"DY14-06",29,"20BON","2014-05-29 08:15","GOOD",56.8248,-165.8187,67,153,5,"120",16.97923,2014,"Pseudocalanus spp."
"519","DY14-06 121 1 20BON 1",4403.8254,3.64392869837364,73,"DY14-06",29,"20BON","2014-05-29 09:54","GOOD",57.0453,-166.0402,63,153,5,"121",16.43676,2014,"Pseudocalanus spp."
"520","DY14-06 122 1 20BON 1",6142.4071,3.78840929530092,75,"DY14-06",29,"20BON","2014-05-29 11:19","GOOD",56.9257,-166.4228,65,153,5,"122",16.81342,2014,"Pseudocalanus spp."
"521","DY14-06 123 1 20BON 1",6058.9448,3.78246866819853,81,"DY14-06",29,"20BON","2014-05-29 12:45","GOOD",56.8047,-166.8013,73,153,5,"123",15.75984,2014,"Pseudocalanus spp."
"522","DY14-06 124 1 20BON 1",4229.2828,3.62636940150604,98,"DY14-06",29,"20BON","2014-05-29 14:11","GOOD",56.6863,-167.1778,88,153,5,"124",17.8782,2014,"Pseudocalanus spp."
"523","DY14-06 125 1 20BON 1",1035.9578,3.01576108271493,108,"DY14-06",29,"20BON","2014-05-29 15:44","GOOD",56.5663,-167.5545,99,153,5,"125",24.46432,2014,"Pseudocalanus spp."
"524","DY14-06 140 1 20BON 1",2484.5516,3.3954227835131,95,"DY14-06",30,"20BON","2014-05-30 20:40","GOOD",56.7853,-167.7725,85,153,5,"140",19.06179,2014,"Pseudocalanus spp."
"525","DY14-06 141 1 20BON 1",3305.4436,3.51936111908062,80,"DY14-06",30,"20BON","2014-05-30 22:29","GOOD",56.9038,-167.3988,69,153,5,"141",16.26408,2014,"Pseudocalanus spp."
"526","DY14-06 142 1 20BON 1",2589.1187,3.41331966739158,74,"DY14-06",31,"20BON","2014-05-31 00:44","GOOD",57.1253,-167.6177,64,153,5,"142",14.63355,2014,"Pseudocalanus spp."
"527","DY14-06 143 1 20BON 1",2441.3746,3.38781227477521,78,"DY14-06",31,"20BON","2014-05-31 02:40","GOOD",57.0057,-167.9908,69,153,5,"143",18.24546,2014,"Pseudocalanus spp."
"528","DY14-06 144 2 20BON 1",3441.1741,3.53683283251017,93,"DY14-06",31,"20BON","2014-05-31 04:34","GOOD",56.888,-168.3638,81,153,5,"144",21.05328,2014,"Pseudocalanus spp."
"529","DY14-06 145 1 20BON 1",1867.1208,3.27140495598249,100,"DY14-06",31,"20BON","2014-05-31 06:24","GOOD",56.7708,-168.7347,89,153,5,"145",22.07463,2014,"Pseudocalanus spp."
"530","DY14-06 146 1 20BON 1",2063.3434,3.31478194311025,76,"DY14-06",31,"20BON","2014-05-31 08:06","GOOD",56.6472,-169.0965,66,153,5,"146",15.50881,2014,"Pseudocalanus spp."
"531","DY14-06 155 1 20BON 1",1462.157,3.1652909293894,78,"DY14-06",1,"20BON","2014-06-01 23:32","GOOD",56.868,-169.3255,68,153,6,"155",14.26933,2014,"Pseudocalanus spp."
"532","DY14-06 156 1 20BON 1",1719.7436,3.23571616294763,80,"DY14-06",2,"20BON","2014-06-02 01:19","GOOD",56.9895,-168.9562,70,153,6,"156",14.88594,2014,"Pseudocalanus spp."
"533","DY14-06 157 1 20BON 1",2128.2802,3.32823281564532,77,"DY14-06",2,"20BON","2014-06-02 02:48","GOOD",57.1082,-168.5788,67,153,6,"157",15.1559,2014,"Pseudocalanus spp."
"534","DY14-06 158 1 20BON 1",8072.1609,3.90704360816108,76,"DY14-06",2,"20BON","2014-06-02 04:19","GOOD",57.2272,-168.2067,66,153,6,"158",16.62072,2014,"Pseudocalanus spp."
"535","DY14-06 159 1 20BON 1",4736.4057,3.6755405782527,74,"DY14-06",2,"20BON","2014-06-02 05:48","GOOD",57.3475,-167.8315,72,153,6,"159",15.57463,2014,"Pseudocalanus spp."
"536","DY14-06 160 1 20BON 1",5659.7594,3.75287469640148,72,"DY14-06",2,"20BON","2014-06-02 07:12","GOOD",57.4662,-167.4547,62,153,6,"160",14.38365,2014,"Pseudocalanus spp."
