"t","estimate","conf.low","conf.high"
1972,-1.37161896257979,-2.26386856929504,-0.479369355864527
1973,-1.3831827228644,-2.22188732257293,-0.544478123155862
1974,-1.39934859531478,-2.23046899889938,-0.568228191730175
1975,-1.86699091566417,-2.48142127753585,-1.25256055379249
1976,-1.86496443479442,-2.47701180696018,-1.25291706262866
1977,-0.459180714910223,-1.0712058086636,0.152844378843151
1978,0.540312893413961,-0.0717119924646585,1.15233777929258
1979,1.37224969378308,0.760224809844056,1.9842745777221
1980,0.452080754258844,-0.159944129662081,1.06410563817977
1981,0.897299487804423,0.285274603883667,1.50932437172518
1982,0.63584289473564,0.0238180108149312,1.24786777865635
1983,0.0249592789402852,-0.587065604975595,0.636984162856165
1984,-0.780887736971646,-1.39291262037003,-0.168862853573267
1985,-0.194393414328525,-0.806418242264029,0.417631413606978
1986,-0.284763551001035,-0.89678243471512,0.32725533271305
1987,0.735839956446601,0.124458475238065,1.34722143765514
1988,-0.447811361638957,-0.986525569791855,0.0909028465139403
1989,0.991886868662877,0.453609130628698,1.53016460669706
1990,-0.602523541959928,-1.14079882400926,-0.0642482599105921
1991,-0.719487042417143,-1.25776231065244,-0.18121177418185
1992,-1.37358045054882,-1.91185571870642,-0.835305182391231
1993,0.0708552498506252,-0.4674200183064,0.60913051800765
1994,-0.840736030234301,-1.37901129836809,-0.302460762100513
1995,-1.35991789685366,-1.89819316085668,-0.821642632850631
1996,0.787000561281445,0.24872603168505,1.32527509087784
1997,0.00462151279684064,-0.533522431155894,0.542765456749575
1998,0.283378154436433,-0.231022441386796,0.797778750259662
1999,-0.745076340447418,-1.25936285737712,-0.230789823517718
2000,0.162325536107447,-0.351960445075126,0.67661151729002
2001,0.943757712490473,0.429471733824641,1.4580436911563
2002,0.887636149074786,0.373350170633076,1.4019221275165
2003,1.01847498898129,0.504189055752492,1.53276092221009
2004,0.772923738965047,0.258647434262826,1.28720004366727
2005,0.899028019734642,0.386806309617818,1.41124972985147
2006,-0.494455700285131,-1.00666789663884,0.0177564960685771
2007,-1.05688014398327,-1.56909229637184,-0.544667991594694
2008,-1.55775860448161,-2.06997075666701,-1.04554645229621
2009,-1.61351733206344,-2.1257294842479,-1.10130517987898
2010,-1.82665966958439,-2.33887182176885,-1.31444751739992
2011,-0.166360984248231,-0.678573136432691,0.345851167936229
2012,-1.98503777732677,-2.49724992951123,-1.47282562514231
2013,-1.23355962753917,-1.74577177972363,-0.72134747535471
2014,0.813374069575799,0.301161917391336,1.32558622176026
2015,1.04340273680697,0.531190584621908,1.55561488899202
2016,1.71054309463559,1.19833094232194,2.22275524694924
2017,0.476408460164678,-0.035803719975915,0.988620640305271
2018,1.90239214843451,1.39017394670753,2.41461035016148
2019,2.04922949285389,1.53570990853917,2.56274907716861
2020,1.28555339067584,0.542207147888162,2.02889963346352
2021,1.36737516147442,0.853855575194955,1.88089474775388
2022,0.0987889369341899,-0.413429686768872,0.611007560637251
2023,0.37017184064719,-0.142131641847019,0.882475323141399
2024,0.305850770123068,-0.225753460098291,0.837455000344428
