"year","name","value"
2010,"Pseudocalanus",2.48772658902909
2010,"Calanus_glacialis",1.63402799159502
2011,"Pseudocalanus",1.24149125725077
2011,"Calanus_glacialis",1.22576684682517
2012,"Pseudocalanus",1.6798083536471
2012,"Calanus_glacialis",1.49917099378592
2013,"Pseudocalanus",3.00148635435254
2013,"Calanus_glacialis",1.42409719822138
2014,"Pseudocalanus",2.59354201270044
2014,"Calanus_glacialis",2.35957564190576
2015,"Pseudocalanus",3.2608602163725
2015,"Calanus_glacialis",1.56402923481183
2016,"Pseudocalanus",2.95936518465856
2016,"Calanus_glacialis",1.45720508037408
2017,"Pseudocalanus",3.03768743804006
2017,"Calanus_glacialis",0.835430196286
2018,"Pseudocalanus",3.06804005234265
2018,"Calanus_glacialis",1.47037512514343
2019,"Pseudocalanus",2.99636787325247
2019,"Calanus_glacialis",0.991595942212233
2021,"Pseudocalanus",2.98536394560846
2021,"Calanus_glacialis",0.904062920717006
2022,"Pseudocalanus",1.66458794656242
2022,"Calanus_glacialis",0.810442424991628
2023,"Pseudocalanus",1.92772647850291
2023,"Calanus_glacialis",1.20225450466885
